,body_bytes_sent,request_length,request_time,upstream_response_time,network_receive_bytes_per_second,network_transmit_bytes_per_second,DELETE,GET,POST,PUT,available_request,error_request,HTTP/1.0,HTTP/1.1,valid_user_agent,supicious_user_agent,cluster_kmeans
18769,100,242,0.034,0.034,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18770,15793,95,0.036,0.036,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18771,15793,95,0.052,0.052,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18772,15793,95,0.019,0.02,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18773,15793,95,0.011,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18774,15793,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18775,15793,95,0.011,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18776,15793,95,0.033,0.033,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18777,87,229,0.014,0.014,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18778,15793,95,0.023,0.023,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18779,15881,95,0.023,0.022,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18780,15881,95,0.017,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18781,15881,95,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18782,15881,95,0.016,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18783,15881,95,0.029,0.03,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18784,87,229,0.031,0.031,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18785,15969,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18786,15969,95,0.01,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18787,15969,95,0.022,0.022,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18788,15969,150,0.029,0.028,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18789,15969,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18790,15969,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18791,2,209,0.022,0.023,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18792,15873,95,0.025,0.025,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18793,15873,95,0.026,0.026,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18794,15873,95,0.033,0.033,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18795,15873,95,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18796,15873,95,0.011,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18797,15873,95,0.011,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18798,15873,150,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18799,15873,95,0.031,0.031,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18800,15873,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18801,15873,95,0.008,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18802,15873,95,0.018,0.018,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18803,15873,150,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18804,15873,95,0.041,0.041,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18805,15873,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18806,15873,95,0.008,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18807,15873,95,0.01,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18808,15873,95,0.012,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18809,15873,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18810,15873,95,0.052,0.051,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18811,15873,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18812,15873,95,0.007,0.006,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18813,15873,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18814,15873,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18815,96,238,0.015,0.014,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18816,15970,95,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18817,15970,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18818,15970,95,0.008,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18819,15970,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18820,15970,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18821,15970,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18822,15970,95,0.014,0.015,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18823,15970,95,0.007,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18824,15970,95,0.037,0.037,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18825,15970,95,0.008,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18826,15970,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18827,15970,95,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18828,15970,150,0.008,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18829,15970,95,0.021,0.021,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18830,15970,150,0.011,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18831,2,209,0.017,0.017,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18832,15872,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18833,89,287,0.024,0.021,4601692.150784921,6511758.744125587,0,0,0,1,1,0,0,1,0,1,benchmark
18834,15873,95,0.021,0.021,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18835,15873,95,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18836,15873,95,0.015,0.015,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18837,15873,95,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18838,15873,95,0.017,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18839,15873,95,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18840,15873,95,0.013,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18841,15873,95,0.007,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18842,15873,95,0.01,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18843,15873,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18844,15873,95,0.007,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18845,15873,95,0.01,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18846,15873,95,0.013,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18847,15873,95,0.009,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18848,15873,95,0.019,0.018,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18849,15873,95,0.014,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18850,15873,95,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18851,15873,150,0.027,0.028,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18852,15873,150,0.021,0.021,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18853,15873,95,0.056,0.055,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18854,2,209,0.037,0.036,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18855,15786,95,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18856,2,209,0.027,0.026,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18857,15696,95,0.011,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18858,15696,95,0.006,0.006,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18859,15696,95,0.017,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18860,15696,95,0.01,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18861,15696,95,0.008,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18862,15696,95,0.009,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18863,15696,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18864,15696,150,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18865,15696,95,0.009,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18866,2,209,0.012,0.012,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18867,15607,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18868,15607,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18869,15607,150,0.019,0.019,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18870,15607,95,0.035,0.036,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18871,15607,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18872,15607,150,0.01,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18873,15607,95,0.028,0.028,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18874,15608,95,0.019,0.018,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18875,89,287,0.064,0.064,4601692.150784921,6511758.744125587,0,0,0,1,1,0,0,1,0,1,benchmark
18876,15608,150,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18877,89,231,0.029,0.029,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18878,15608,95,0.036,0.036,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18879,15698,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18880,15698,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18881,15698,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18882,15698,95,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18883,15698,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18884,15698,95,0.007,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18885,15698,95,0.008,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18886,15698,95,0.009,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18887,15698,95,0.007,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18888,15698,95,0.008,0.007,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18889,15698,95,0.034,0.034,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18890,15698,95,0.029,0.03,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18891,15698,95,0.012,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18892,15698,95,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18893,15698,95,0.01,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18894,15698,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18895,15698,95,0.01,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18896,15698,95,0.015,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18897,15698,95,0.012,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18898,15698,95,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18899,95,237,0.022,0.023,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18900,15794,95,0.011,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18901,15794,95,0.012,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18902,15794,95,0.012,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18903,15794,95,0.01,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18904,15794,95,0.067,0.068,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18905,15794,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18906,15794,95,0.07,0.07,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18907,15794,95,0.026,0.025,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18908,90,232,0.054,0.053,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18909,15885,95,0.043,0.043,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18910,15885,95,0.022,0.022,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18911,89,231,0.028,0.028,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18912,15975,95,0.028,0.028,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18913,15975,95,0.038,0.038,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18914,15975,95,0.015,0.015,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18915,15975,95,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18916,15975,95,0.011,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18917,15975,95,0.007,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18918,15975,95,0.013,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18919,15975,95,0.015,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18920,15975,95,0.014,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18921,16071,150,0.03,0.03,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18922,15975,95,0.038,0.039,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18923,95,237,0.064,0.064,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18924,16071,150,0.02,0.02,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18925,16071,95,0.022,0.022,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18926,16071,95,0.013,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18927,15975,95,0.008,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18928,15975,95,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18929,2,209,0.021,0.021,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18930,87,229,0.02,0.02,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18931,16063,95,0.016,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18932,16063,95,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18933,16063,95,0.01,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18934,16063,95,0.026,0.025,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18935,16063,95,0.041,0.041,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18936,16063,150,0.058,0.058,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18937,15969,95,0.023,0.022,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18938,2,209,0.028,0.027,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18939,15969,95,0.011,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18940,15969,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18941,15969,95,0.04,0.041,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18942,15969,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18943,15969,95,0.011,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18944,15969,95,0.007,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18945,15969,95,0.169,0.168,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18946,15969,150,0.13,0.129,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18947,15969,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18948,2,209,0.012,0.012,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18949,15881,95,0.024,0.025,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18950,100,242,0.018,0.017,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18951,15982,95,0.026,0.027,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18952,15982,95,0.015,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18953,15982,95,0.018,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18954,15982,95,0.01,0.011,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18955,15982,95,0.017,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18956,15982,95,0.026,0.027,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18957,15982,150,0.032,0.032,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18958,2,209,0.014,0.013,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18959,15982,95,0.082,0.082,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18960,15893,150,0.051,0.051,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18961,15893,95,0.017,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18962,98,296,0.022,0.021,4601692.150784921,6511758.744125587,0,0,0,1,1,0,0,1,0,1,benchmark
18963,15892,95,0.037,0.037,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18964,15892,95,0.017,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18965,15892,95,0.011,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18966,15892,95,0.017,0.017,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18967,15892,95,0.022,0.021,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18968,15892,150,0.033,0.033,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18969,15892,95,0.039,0.04,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18970,15892,95,0.019,0.018,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18971,15892,95,0.024,0.024,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18972,102,244,0.032,0.032,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
18973,15995,150,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18974,15995,95,0.023,0.022,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18975,2,209,0.021,0.021,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18976,15906,150,0.018,0.018,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18977,15906,150,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18978,2,209,0.008,0.008,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18979,100,298,0.027,0.026,4601692.150784921,6511758.744125587,0,0,0,1,1,0,0,1,0,1,benchmark
18980,15815,95,0.078,0.077,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18981,15815,150,0.035,0.035,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18982,15815,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18983,15815,95,0.04,0.041,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18984,2,209,0.032,0.033,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
18985,15727,95,0.024,0.024,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18986,15727,95,0.014,0.014,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18987,15727,95,0.017,0.018,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18988,15727,150,0.012,0.012,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18989,15727,95,0.05,0.049,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18990,15727,95,0.008,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18991,15727,95,0.017,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18992,15727,95,0.008,0.008,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18993,15727,95,0.02,0.02,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18994,15727,95,0.011,0.01,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18995,15727,95,0.015,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18996,15727,95,0.024,0.025,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18997,15727,150,0.086,0.086,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
18998,15727,95,0.055,0.054,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
18999,15727,95,0.034,0.034,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19000,2,209,0.039,0.038,4601692.150784921,6511758.744125587,1,0,0,0,1,0,0,1,0,1,benchmark
19001,15628,150,0.037,0.036,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
19002,15628,95,0.03,0.03,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19003,15628,95,0.022,0.021,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19004,15628,95,0.016,0.016,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19005,15628,150,0.025,0.024,4601692.150784921,6511758.744125587,0,1,0,0,1,0,0,1,0,1,benchmark
19006,15628,95,0.031,0.031,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19007,15628,95,0.009,0.009,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19008,94,292,0.03,0.031,4601692.150784921,6511758.744125587,0,0,0,1,1,0,0,1,0,1,benchmark
19009,15627,95,0.029,0.028,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19010,15627,95,0.019,0.02,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19011,15627,95,0.013,0.013,4601692.150784921,6511758.744125587,0,1,0,0,1,0,1,0,0,1,benchmark
19012,90,232,0.018,0.018,4601692.150784921,6511758.744125587,0,0,1,0,1,0,0,1,0,1,benchmark
